,komentar,Sentimen
2625,tempat bagus bersih sedia cuci tangan wajib pakai masker tour guide ramah sabar cocok nikmat sejarah,Positif
2626,letak kota harga masuk museum ribu fotofoto puas labang mesem antar tamu diri,Netral
2627,museum lengkap tinggal keraton sumenep,Positif
2628,jaga waris budaya kelestarianya,Netral
2629,sejarah adab masyarakat sumenep madura,Netral
2630,bu waru mampir masjid agung sumenep,Netral
2631,rindang tenang,Positif
2632,pusat kota sumenep tiket masuk jangkau kereta kuda tinggal jaman keraton luas kolam istimewa,Positif
2633,mantul waris sejarah patut lestari,Positif
2634,museum barang banget kemas tarik kerja sekolah sumenep siswa wajib museum pasu museum kes pas pas,Positif
2635,bagus sayang kunjung tutup demi,Positif
2636,bersih,Positif
2637,senang kagum sejarah kraton sumenep lestari unk anak cucu bangsa indonesia,Positif
2638,kenal koleksi tinggal sejarah keraton sumenep al kereta mushaf al quran dll,Netral
2639,pelihara tingkat tinggal aset wisata wisatawan negeri,Positif
2640,yogya madura wisata budaya alam wisata kuliner sumenep kerren,Positif
2641,museum keraton sumenep tuju wisata tarik kota sumenep lokasi parkir luas mudah pandu wisata senang,Positif
2642,asri tenang jaga ramah,Positif
2643,menu makan sngat enak rekomended banget pokok mie goreng nagih,Positif
2644,sejarah bagus patut kunjung generasi terus bangsa,Positif
2645,sngat kental sejarah,Positif
2646,bagus heritage langka,Positif
2647,tempam cocok tahu budaya sumenep,Positif
2648,sejarah tinggal leluhur jaga,Positif
2649,istana raja raja menep lestari wisata patut kunjung,Positif
2650,sayang dengar even iconik angkat potensi wisata keraton sumenep,Negatif
2651,sejarah budaya,Positif
2652,tinggal raja sumenep agam pusaka tinggal raja raja sumenep,Positif
2653,malam duduk leseh museum ngopi,Netral
2654,kenal sejarah sumenep,Positif
2655,pkbm al jakfari lembaga didik sekolah,Netral
2656,senang,Positif
2657,yuk libur sumenep senang,Positif
2658,koleksi replika,Netral
2659,tutup,Netral
2660,unik,Positif
2661,simpan sejarah rakyat sumenep,Positif
2662,bersih aman rapi,Positif
2663,musium jaga asri,Positif
2664,jejak sejarah lestari,Positif
2665,sejarah kabupaten sumenep,Positif
2666,penuh sejarah,Positif
2667,sejarah merdeka ru,Positif
2668,isi peminggalan sejarah keraton sumenep,Netral
2669,bersih,Positif
2670,adem,Positif
2671,bagus banget,Positif
2672,wisata sejarah,Positif
2673,penuh sejarah,Positif
2674,bagus kenal sejarah sumenep,Positif
2675,tinggal sejarah,Positif
2676,tugas ramahramah,Netral
2677,tempat mudah jangkau,Positif
2678,fisit representatif,Positif
2679,kenang,Positif
2680,awat,Negatif
2681,bantu,Positif
2682,bagus,Positif
2683,alami asri,Positif
2684,bagus,Positif
2685,gratis masuk,Positif
2686,mantab,Positif
2687,mantab,Positif
2688,tutup,Negatif
2689,keren,Positif
2690,bagus,Positif
2691,bagus,Positif
2692,bagus,Positif
2693,bagus,Positif
2694,klasik,Positif
2695,wow,Positif
2696,kesini,Positif
2697,bagus rekomendasi ora,Positif
2698,keraton sumenep jadi museum,Netral
2699,budaya bangsa indah madura,Positif
2700,bukti sejarah,Positif
2701,kesana jam gerbang tutup umum jam buka,Netral
2702,bia,Positif
2703,be,Netral
2704,ok,Positif
2705,ok,Positif
2706,bagus,Positif
2707,sejarah,Positif
2708,baik,Positif
2709,sejarah simpan benda tinggal raja sumenep suasana tempat sejuk adem siang kerasan keraton,Positif
2710,guidenya hati sabar,Positif
2711,muas pandu wisata,Positif
2712,bagus,Positif
2713,senang kenal sejarah,Positif
2714,jaga,Positif
2715,rumah surga,Positif
2716,tamansari keraton sumenep,Positif
2717,keris nilai,Positif
2718,bagus,Positif
2719,satusatunya keraton sumenep madura keraton benarbenar awat bangun kokoh objek wisata kunjung warga,Positif
2720,satusatunya keraton jawa timur utuh lihat silsilah rajaraja sumenep barang tinggal raja alquran tulis tangan arca tinggal islam keraton tutup taman sari,Positif
2721,sejarah jejak keraton koleksi raja jaman museum awat bersih sedia guide khusus museum,Positif
2722,museum keraton sumenep asri suasana ubah barang museum jaga bersih museum cocok recomended latar vintage fotografi,Positif
2723,sejarah mana nikmat tinggal raja sumenep tempo,Positif
2724,simpan sejarah sumenep bangun bangun monumental kenal negeri,Positif
2725,keraton sumenep simpan sejarah semenjak aria wiraraja bupati sumenep wajib kunjung sumenep,Positif
2726,raja sumenep peran diri raja majapahit,Netral
2727,sejarah kraton sumenep tinggal pedopo bagus madi pintu sumber awet muda buka sumber rejeki buka pangkat,Positif
2728,libur wawas kunjung seni budaya purbakala jaman raja masa,Positif
2729,senang tambah tahu guidenya ramah tiket masuk rp,Positif
2730,satu kraton jawa timur,Netral
2731,museum keraton agung sumenep mantap pandu wisata ramah ramah sukses koordonator museum keraton agung sumenep,Positif
2732,bagus sore sepi,Positif
2733,salah tinggal jaman raja,Netral
2734,bagus sejarah songenepsumenep lahir pemimpinadipati pulau jawa bersih indah jaga,Positif
2735,salah keraton madih diri lengkap jawa timur luas bersih tarik tinggal budaya sayang kunjung keraton tutup wabah covid,Positif
2736,kunjung masjid coba keliling amat sudutnyaada penggal sejarah islam madura situ,Positif
2737,sejarah kota sumenep ceritanyasayang barang sejarah raib mana,Positif
2738,lihat foto moga kesumenep barang kali minat pintu ukir cek kami,Positif
2739,koleksi ajar sejarah sejarah kota sumenep kesini,Positif
2740,adem kemarin anak anak latsarnas,Positif
2741,guide cekep ramah wkwkwkwktapi sayang nama kajuh lakek hilang ambil orang tanggung moga buka hati sadar salah,Positif
2742,penuh edukasi,Positif
2743,benda sejarah,Positif
2744,salah keraton sumenep madura jawa timur jaga kelesatariannya generasi milenium tinggal sejarah merdeka,Positif
2745,mantap gietnya,Positif
2746,sejarah awat,Positif
2747,indah penuh sejarah harap jaga bersih sikap,Positif
2748,bagus,Positif
2749,wajib kunjung sumenep,Positif
2750,museum baik madura,Positif
2751,museum sejarah raja sumenep tinggal,Positif
2752,lengkap transfer isi pulsa aksesoris hp bayar,Positif
2753,tingkat jaga pusat budaya sejarah keraton sumenep,Positif
2754,kenal sejarah kota sumenep,Positif
2755,penuh kenangansy sempat sholat zhuhur dalam kamar rajaluar,Positif
2756,bagus sejarah milik koleksi,Positif
2757,sayang buka masa pandemi,Negatif
2758,arsitektur indah ujung timur pulau madura,Positif
2759,kraton asri senang,Positif
2760,pariwisata bas history keren,Positif
2761,edukasi ajar sejarah sumenep,Positif
2762,oke cinta tanah air indonesia,Negatif
2763,tahu media lengkap sejarah keraton sumenep,Positif
2764,tarik wisata sejarah wisata religi spa,Positif
2765,ajar sejarah lampau tinggal pamer,Positif
2766,sejarah banget,Positif
2767,ajar budaya kraton cocok kunjung keluarga,Positif
2768,wisata budaya wajib kunjung madura,Positif
2769,ajar sejarah sumenep indah alam,Positif
2770,tinggal raja tanah madura ujung timur,Positif
2771,recomended datang guide koepratif,Positif
2772,muanteb ngopi pinggir jalan angkring,Positif
2773,sejarah sumenep,Positif
2774,penuh sejarah,Positif
2775,ajar sejarah bosan,Positif
2776,sejarah patut pelihara,Positif
2777,bagus,Positif
2778,taman adipura masjid jamik kota sumenep,Positif
2779,apik,Positif
2780,sejarah kabupaten sumenep,Positif
2781,kerreennn wisata tinggal raja kuno kota sumenep,Positif
2782,tempat oke sejarah kental,Positif
2783,sejarah madura shususnya sumenep,Positif
2784,mesjid indah tinggal keraton sumenep,Positif
2785,bagus ajar budaya,Positif
2786,tarik kunjung,Positif
2787,sip enak makananya,Positif
2788,sejarah,Positif
2789,musium keraton sumenep madura penuh sejarah,Positif
2790,bagus pariwisata,Positif
2791,sejarah,Positif
2792,asiikkk edukasi sejarah sumenep,Positif
2793,bersih orang wisata,Positif
2794,museum keraton sumenep penuh sejarah,Positif
2795,sejarah,Positif
2796,suka,Positif
2797,rumah,Positif
2798,transaksi mbl gren livina brooo,Netral
2799,lahir orang tua,Netral
2800,ajar sejarah,Positif
2801,bagus keren,Positif
2802,wisata tradisional,Positif
2803,bagus rindang,Positif
2804,koleksi,Negatif
2805,tempat adem,Positif
2806,bagussssindah,Positif
2807,tinggal sejarah sumenep,Positif
2808,kondisi bersih asri,Positif
2809,wajib dikunjugi,Positif
2810,bagus legend,Positif
2811,bagus rekomended,Positif
2812,assalamualaikum wr wb,Netral
2813,kotor,Negatif
2814,benda pusaka keraton sumenep,Positif
2815,tinggal raja kraton sumenep,Positif
2816,keren,Positif
2817,bagus,Positif
2818,bengkel faforit,Netral
2819,keren,Positif
2820,pengin,Netral
2821,bagus,Positif
2822,mantull,Positif
2823,bagus,Positif
2824,good,Positif
2825,batik kunjung,Positif
2826,sejarah,Positif
2827,mantap,Positif
2828,sejarah sumenep,Positif
2829,sip,Positif
2830,unjung kraton sumenep,Positif
2831,kesan,Positif
2832,sempurnaaa,Positif
2833,cicip kuliner asli,Netral
2834,sopir ramah men,Positif
2835,sejarah raja sumenep soengenep,Positif
2836,salah museum sejarah patut kunjung tinggal madura satusatunya raja jawa timur benarbenar pesona kisah mantan pimpin sumenep kenal nama bindara saod pandu milik selera,Positif
2837,makam raja sumenep lestari anak bangs,Positif
2838,bagus ajar budaya madura pandu lokal hebat,Positif
2839,tinggal sejarah kunjung,Positif
2840,dingin sunyi,Positif
2841,tutupini pandemi waspada,Netral
2842,bagus kota jiwa,Positif
2843,suasana sejuk asri,Positif
2844,misterius,Negatif
2845,cantik keren,Positif
2846,penuh sejarah,Positif
2847,kuno keren,Positif
2848,kenang,Positif
2849,mantaaaab,Positif
2850,museum,Positif
2851,bagus,Positif
2852,bagus,Positif
2853,wanita,Netral
2854,cinta,Positif
2855,sejarah lu,Positif
2856,waris,Positif
2857,waris,Positif
2858,guide rangkap jaga loket kadang tinggal beli tiket awat area pusaka guide sempat kunjung lestari erti budaya raja sumenep,Positif
2859,bagus guidenya informasi sambut gamelan musik tradisional keren kenal sejarah pulau madura an masehi,Positif
2860,museum sumenep destinasi wisata recomendasikan kunjung wisata kota sumenep,Positif
2861,peduli sejarah,Positif
2862,alam kesan raja sumenep sejarah diri sumenep,Positif
2863,djlu main sekolah barang sejarah bersih,Positif
2864,senang tambah wawas ilmu tahu sejarah keraton sumenep,Positif
2865,keren banget jaga bangun taman sari,Positif
2866,manfaat tambah wawas tinggal sejarah madura,Positif
2867,bagus bersih,Positif
2868,mantap,Positif
2869,keren,Positif
2870,mantab,Positif
2871,napak tilas,Positif
2872,indah sejarah,Positif
2873,bagus kota,Positif
2874,b agus,Positif
2875,pulau madura posisi geografis laut jawa buat milik obyek wisata pantai pantai wajib kunjung pergi madura,Positif
2876,museum mana pusaka kereta kencana tinggal raja jaman letak lingkung keraton sumenep,Positif
2877,kunjung kemari unuuk kali keluarga antar bulek ngunduh mantu barang tinggal museum awat,Netral
2878,alhamdulillah dalam museum kitab alquran raksasa suasana sejuk pandu wisata ramah bangga warga negara indonesia,Positif
2879,kagum bangga tinggi budaya koleksi langka bagus awat jadi betah berlamalama tinggal amat,Positif
2880,madura salah pulau jawa timur pulau diam raja tinggal raja sumenep keraton sumenep salah destinasi wisata budaya madura traveller,Positif
2881,bangun milik konsep arsitektural jawa eropa tiongkok suguh pandang pintu gapura labeng mesem tamu khusus masuk bangun keraton museum koning simpan,Positif
2882,jelas musim guide jelasada produk cantik keraton jual saran souvernir buku sejarah keraton jual,Positif
2883,suka sejarah senang tempat awat tugas ramah apik sejarah tiket masuk bersahabatselain tinggal sejarah jaman raja sana kerangka ikan paus,Positif
2884,rapi bersih layan jaga ramah papar sejarah kraton alat ambar sejarah kota sumenep,Positif
2885,sejarah mana tinggal sejarah budaya raja madura al quran berat ton,Positif
2886,penuh informasi sejarah suasana senang bersih awat tugas ramah kerasan berlamalama,Positif
2887,salah jejak sejarah nusantara sisa keraton jaga asli simpan kisah ajak anak saudara teman tempat kenal lestari budaya nusantara cinta,Positif
2888,kuliah renivasi selesai masuk tetap ganggu renovasi jalan,Positif
2889,lumayan bagus nyaman layan moga guide indak cepat pengin pindah,Positif
2890,kraton satu dijawa timur letak timur pulau madura kota sumenep buka jam kunjung jam pagi jam sore tinggal sejarah diri raja sumenep,Positif
2891,satusatunya keraton diri kokoh pulau madura bangun pendopo aktif diginakan andai kabupaten milik bangun keraton tinggal sejarah raja masingmasing,Positif
2892,tempat asri duduk sumenep ramah guidenya antar minggu ramai,Positif
2893,salah sejarah sumenep bagus bersih awat wisata ajar sejarah sumenep barang barang tinggal keraton sumenep,Positif
2894,bagus kenal sejarah adab islam madura sumenep,Positif
2895,museum bagus jaga lestari pandu cerita museum keratin,Positif
2896,cuman foto cermin museum jam pintu museum kunci tugas gilir pintu karcis buka rugi kesana,Negatif
2897,keraton sumenep salah destinasi wisata wajib kunjung sumenepmadura nilai historis bilai edukasi tiket masuk,Positif
2898,tinggal sejarah bagus lestari,Positif
2899,tiket masuk murah banget tugas ramah,Positif
2900,keraton madura sejarah,Positif
2901,tinggal patut ajar,Positif
2902,nyaman santa suasana sejukk,Positif
2903,benda awat bersih terkadang unjung tani gaet bingung mana,Negatif
2904,bagus sejarah raja tempoe,Positif
2905,sayang lamalama pulang,Netral
2906,observasi osis raudlatul ulum pordapor guluk sumenep,Netral
2907,tinggal sejarah lestari jaman kalah populer mall wisata modern megah tinggal sejarah saksi hidup satu suku agama negeri kuat,Positif
2908,salah cagar budaya kab sumenep awat dinas budaya parawisata kab sumenep,Positif
2909,benda sejarah awat bagus anak anak ajak kesana jadi ajar sejarah kota sumenep rugi sumenep mampir museum,Positif
2910,cuci bersih gratis minumancamilan,Netral
2911,museum berkalikali kunjung kali niat lupa mesti dihapal ajar benarbenar media seru ajar tiket,Positif
2912,museum simpan benda benda sejarah kabupaten sumenep raja benda cerita sejarah museum area luas guide kuasa sejarah sampai terima kasih dinas pariwisata kab sumenep fasilitas,Positif
2913,keraton sumenep diam resmi adipatirajaraja jalan roda perintah raja sumenep bilang sifat raja tingkat kadipaten,Netral
2914,keraton sumenep diam resmi rajaraja sumenep roda perintah jalan keraton simpan ratus koleksikoleksi sejarah simpan rapi awat diam,Netral
2915,museum bagus kunjung wisata benda kuno asli sumenep senjata masuk museum kereta cermin hawa mistis,Positif
2916,bagus museum jaga moga unjung urus menghrgai menjga peninggaln sejarah,Positif
2917,salah situs budaya tinggal kraton sumenepyaitu taman sare mana mandi putri raja mitos basuh muka air kolam awet mudadan,Netral
2918,tanggal juli sahabat sdn wonokusumo iv surabaya kali kunjung museum kraton sumenep tanggal november ikut apel akbar hut pgri jawa timur stadion ayan teman ks kec kenjeran,Netral
2919,suasana tarik wisata didik damping keliling cerita toilet bersih sekitar sampah pohon,Negatif
2920,situs sejarah simpan rapi jaga contoh kasur raja kolam potre koneng labang mesem dll moga lanjut,Positif
2921,kunjung libur kerolaton tutup pegawai mengijinkan masuk arah sebentar keraton bangun arsitektur gabung jawa,Netral
2922,museum tua pulau madura zaman adab agama islam sebar madura hubung dengar sebar agama islam pulau jawa kerajaaan islam pulau jawa,Positif
2923,wow tinggal sejarah keraton sumenep,Positif
2924,sejarah serta keraton kota sumenep pulau madura luas asri pohon beringin rindang kompleks keraton bersih awat,Positif
2925,letak tengah kota sumenep madura jawa timur wisata edukasi anak keluh museum sejarah raja pustaka,Positif
2926,suka haritage raja suasana tenang bersih awat museum pendopo agung keputren sumenep wajib kraton sumenep,Positif
