Sentimen;stemming
Positif;['tambah', 'ilmu', 'tetang', 'sejarah', 'tourguide', 'ramah']
Positif;['ajar', 'sejarah', 'kab', 'kota', 'sumenep', 'madura']
Positif;['tempat', 'bersih', 'layan', 'ramah', 'makan', 'enak', 'murah']
Positif;['sejarah']
Positif;['bagus', 'ajar', 'arif', 'lokal', 'nuansa', 'tradisional']
Positif;['simpan', 'cerita', 'sejarahpatut', 'kunjung']
Positif;['bangsa', 'lupa', 'jati', 'bangsa']
Positif;['wisata', 'sejarah', 'sumenep', 'madura', 'cocok', 'ajar', 'sejarah']
Positif;['salah', 'sejarah', 'patut', 'kunjung']
Positif;['tinggal', 'tinggal', 'keraton', 'sumenep', 'serta', 'pendopo', 'taman', 'mandi', 'putri', 'keraton', 'excillent']
Positif;['suasana', 'mantul']
Netral;['salah', 'kudu', 'datang', 'salah', 'sumber', 'tahu']
Positif;['sejarah', 'lokasi', 'mudah', 'capai']
Netral;['satu', 'kraton', 'jawa', 'timur', 'lokasi', 'alun', 'alun', 'kota', 'sumenep']
Netral;['tinggal', 'sejarah']
Positif;['tinggal', 'raja', 'keraton', 'sumenep', 'lampau', 'jaga', 'rapi', 'kece']
Positif;['tahu', 'sejarah']
Netral;['bersukur', 'raja', 'raja']
Positif;['tempat', 'bagus', 'jaga', 'asli']
Positif;['museum', 'bagus', 'peninggalqn', 'sejarah', 'lengkap']
Positif;['baguskerensangat', 'puas', 'lihat', 'musium']
Positif;['saji', 'sejarah', 'hidup', 'raja', 'sumenep', 'kagum']
Positif;['ajar', 'senang']
Positif;['tambah', 'tahu']
Positif;['nyaman']
Positif;['alhamdulillah', 'tenpatnya', 'benarbenar', 'jaga']
Positif;['nuansa', 'keraton', 'kayak', 'jaman']
Negatif;['toilet', 'busuk', 'kotor', 'awat']
Positif;['nyaman', 'serasa', 'hidup', 'zaman', 'doloe', 'tinggal', 'keraton']
Positif;['simpan', 'kenang', 'sejarah', 'keraton', 'sumenep']
Positif;['ajar', 'sejarah']
Positif;['napak', 'tilas']
Positif;['rekomended', 'sejarah', 'sumenep']
Netral;['aji', 'museum']
Positif;['sejuk', 'kota', 'kongkow', 'bareng']
Positif;['ilmu', 'museum']
Positif;['penuh', 'sejarah', 'jaman']
Netral;['jual', 'jamu', 'wanita', 'laki']
Positif;['barang', 'barang', 'kuno', 'masa', 'raja', 'sumenep']
Positif;['penuh', 'ajar', 'sejarah']
Positif;['keraton', 'lestari', 'satusatunya', 'jawa', 'timur']
Positif;['cocok', 'wisata', 'sejarah']
Positif;['salah', 'sejarah', 'sumenep']
Positif;['kota', 'alun', 'masjid', 'jam']
Positif;['tambah', 'ilmu']
Positif;['awat', 'keren']
Netral;['tus', 'jejak', 'tinggal', 'raja', 'sumenep']
Positif;['informasi', 'sejarah']
Netral;['tinggal', 'raja']
Positif;['wisata', 'sejarah', 'raja', 'sumenep']
Positif;['jaga', 'asli']
Netral;['tambah', 'destinasi', 'wisata']
Positif;['tampil', 'sumenep', 'kompleks']
Netral;['salah', 'rekreasi', 'keluarga']
Netral;['musiup', 'kraton', 'smnep']
Positif;['sejarah', 'keren']
Negatif;['baik']
Positif;['sejarah']
Positif;['simpan', 'benda', 'sejarah']
Positif;['sejarah']
Positif;['unik']
Positif;['tempata', 'bagus', 'kreatif']
Netral;['alhamdulillah', 'nyapek', 'selamat', 'musium', 'keraton']
Positif;['bagus', 'banget']
Positif;['keraton', 'jawa', 'timur']
Positif;['monumen', 'sejarah', 'kota', 'lahir']
Positif;['cocok', 'edukasi']
Negatif;['suasana', 'gelap', 'cahaya']
Positif;['bagus', 'musium', 'sumenep']
Positif;['mantul']
Positif;['suka', 'sejarah']
Positif;['bagus', 'guide']
Positif;['jaga', 'alami']
Positif;['sejarah']
Positif;['subhanallah', 'takjub']
Positif;['mantap', 'sejarah']
Positif;['sejarah', 'sumenep', 'lengkap']
Netral;['ok']
Netral;['serasa']
Positif;['senang']
Positif;['ajar', 'sejarah', 'raja', 'sumenep']
Positif;['sejarah', 'sumenep']
Positif;['bagus', 'banget']
Positif;['sejarah', 'sumenep']
Positif;['pokok', 'mantap']
Positif;['orang', 'madura', 'wajib', 'kesini']
Negatif;['awat', 'fasilitas']
Positif;['bagus', 'jelas']
Positif;['ramah', 'unjung']
Positif;['ajar']
Positif;['eksotik', 'original']
Positif;['bagus', 'ensiklopedia']
Positif;['indah', 'tempat']
Positif;['baik']
Positif;['strategis']
Positif;['penuh', 'sejarah']
Positif;['kenang', 'sejarah']
Positif;['bagus']
Positif;['edu', 'wisata']
Positif;['situs', 'sejarah', 'keraton']
Positif;['bagus', 'indah']
Positif;['bersih']
Positif;['musium', 'sumenep', 'sejarah', 'sumenep']
Positif;['tarik', 'edukatif']
Positif;['penuh', 'sejarah']
Positif;['peningfalan', 'kraton', 'songennep']
Positif;['tinggal', 'rajaraja', 'sumenep']
Positif;['koleksi', 'keraton']
Positif;['ilmu']
Positif;['tinggal', 'raja', 'raja', 'sumenep']
Positif;['museum', 'sejarah', 'keraton']
Positif;['cagar', 'budaya', 'kota', 'sumenep']
Positif;['instagramable']
Positif;['mantap']
Positif;['nuansa', 'keraton', 'banget']
Positif;['jara', 'sumenep']
Positif;['nyaman']
Positif;['wow']
Positif;['lumayan']
Positif;['oke']
Positif;['bagus']
Positif;['super', 'mantap']
Netral;['lumayan']
Netral;['lumayan']
Positif;['sejuk']
Positif;['suka']
Positif;['keren']
Positif;['bagus']
Positif;['joss']
Positif;['bagus']
Positif;['bersih']
Positif;['keren']
Positif;['bagus']
Positif;['mantab']
Positif;['sip']
Positif;['bagus']
Positif;['mantab']
Positif;['alhamdulillah']
Positif;['sip']
Netral;['museum', 'nusantara']
Netral;['soul', 'of', 'madura']
Positif;['waris', 'leluhur']
Positif;['tahu']
Positif;['museum', 'bagus', 'ajar', 'sejarah', 'raja', 'sumenep', 'tinggal', 'pandu', 'wisata', 'murah', 'keluar', 'uang', 'rupiah', 'masuk', 'mus']
Netral;['keraton', 'sumenep', 'tinggal', 'resmi', 'adipatiraja', 'jalan', 'roda', 'perintah', 'raja', 'sumenep', 'raja', 'tingkat', 'kadipaten', 'gue']
Positif;['keraton', 'sumenep', 'tinggal', 'sejarah', 'kabupaten', 'sumenep', 'perintah', 'arya', 'wiraraja', 'kunjung', 'raja', 'majapahit', 'raden', 'wijaya', 'lindung', 'majapahit', 'serang', 'raja']
Positif;['museum', 'bagus', 'keraton', 'sumenep', 'sejarah', 'senjata', 'seni', 'taman', 'sare', 'dulunya', 'mandi', 'anggota', 'raja', 'kolam', 'ikan', 'raksa']
Positif;['cocok', 'hilang', 'penat', 'jalanjalan', 'lilin']
Positif;['suka', 'sisasisa', 'keraton', 'sumenep', 'isi', 'arti', 'sendiri']
Positif;['sejarah', 'benda', 'cerita', 'tinggal', 'rajaraja', 'perintah', 'lebih', 'anugerah', 'tuhan', 'mushaf', 'alquran', 'tulis', 'malam', 'salah', 'raja']
Positif;['detail', 'sejarah', 'sumenep']
Positif;['satusatunya', 'kraton', 'jawa', 'timur', 'belah', 'timur', 'pulau', 'madura', 'temu', 'istana', 'indah', 'sejarah', 'asli', 'orang', 'madura']
Netral;['suka', 'unjung', 'temp']
Netral;['sejarah', 'seni', 'islam', 'museum', 'indah']
Positif;['ajar', 'raja', 'indonesia']
Positif;['sejarah', 'integrasi']
Positif;['guudd']
Positif;['bagus', 'bersih']
Positif;['bagus', 'ajar', 'sejarah']
Positif;['bagus', 'didik', 'sejarah', 'budaya', 'sumenep']
Positif;['tinggal', 'sejarah', 'raja', 'sunge']
Positif;['sejarah', 'raja', 'pulau', 'madura']
Netral;['yan']
Positif;['sejarah']
Positif;['keren']
Netral;['soengenep']
Positif;['asik']
Netral;['jik']
Positif;['kesini']
Positif;['ok']
Positif;['ok']
Positif;['bi']
Positif;['bagus']
Positif;['keraton', 'sumenep', 'sejarah']
Positif;['alam']
Positif;['bagus']
Netral;['pandu']
Positif;['bagus']
Positif;['museum']
Positif;['wow']
Positif;['tuju', 'bagus']
Positif;['museum', 'sumenep']
Netral;['histo']
Positif;['sejarah', 'adem', 'sejuk', 'suasana', 'nyaman', 'senang', 'pas', 'kesana', 'kali', 'adek', 'adek', 'latih', 'alat', 'musik', 'situ', 'tenang', 'mas', 'damping', 'situ', 'ramah', 'banget']
Positif;['koleksi', 'raja', 'sumenep', 'era', 'perintah', 'sultan', 'abdurrahman', 'ajar', 'gali', 'tahu', 'sejarah', 'sumenep']
Positif;['bendabenda', 'tinggal', 'raja', 'jaga', 'bangun', 'keraton', 'jaga', 'terima', 'kasih', 'perintah', 'kabupaten', 'sumenep', 'jaga', 'asli']
Positif;['tinggal', 'sejarah']
Positif;['bersih', 'ramah', 'teduh', 'nyaman', 'rekreasi']
Positif;['napak', 'tilas', 'cium', 'aroma', 'rasa', 'aura', 'raja', 'sumenep']
Positif;['penuh', 'lampu']
Positif;['sound', 'sistem', 'miniatur']
Positif;['tempat', 'bersihrimbun']
Positif;['museum', 'hebat', 'alam', 'bersenangsenang', 'akh']
Positif;['tempat', 'ajar', 'sejarah', 'pulau', 'madura', 'p']
Positif;['jalan', 'jalan', 'tempo', 'keraton', 'sultan', 'madura', 'sumenep', 'bagus', 'banget', 'kunjung', 'libur', 'waris', 'budaya', 'lihat', 'bangun', 'keraton', 'kokoh', 'kereta', 'kuda', 'baju', 'hias', 'mandi', 'putriputri', 'keraton', 'jaga', 'asri']
Netral;['isi', 'sejarah', 'kota', 'sumenep', 'orang', 'sumenep', 'milik', 'pimpin', 'kiyai', 'hadiah', 'harga', 'inggris', 'harga', 'tiket', 'masuk', 'dewasa', 'anak']
Positif;['awat', 'tarik', 'tiket', 'masuk', 'murah', 'pandu', 'tinggal', 'kasih', 'tips', 'ending', 'trip']
Positif;['tempat', 'bagus', 'strategis', 'guide', 'damping', 'keliling', 'bendabenda', 'sejarah', 'ajar']
Positif;['tempat', 'bagus', 'layan', 'koleksi', 'tersiman', 'kondisi', 'bersih', 'asri', 'tiket', 'murah']
Positif;['benda', 'benda', 'tinggal', 'kraton', 'madura', 'ajar', 'hidup', 'renovasi', 'papan', 'tunjuk', 'arah', 'pandu', 'tarik', 'moga', 'perintah', 'sumenep', 'baik']
Positif;['ajar', 'budaya', 'tinggal', 'keraton', 'sumenepliburan', 'anak', 'tambah', 'wawas', 'cinta', 'tanah', 'air']
Positif;['tahu', 'budaya', 'madura', 'pendopo', 'jual', 'jamu', 'racik', 'asli', 'madura', 'harga', 'murah', 'badai', 'hehehee']
Positif;['sayang', 'awat', 'nilai', 'sejarah']
Positif;['bagus', 'pandu', 'sejarah', 'tempo']
Netral;['makam', 'keluarga', 'raja', 'kunjung', 'ziarah', 'segalapenjuru', 'bocah tualang', 'muncul', 'polos']
Negatif;['sejarah', 'awat', 'rehab', 'gaya', 'klasik']
Netral;['museum', 'tinggal', 'raja', 'sumenep', 'pulau', 'madura', 'biaya', 'masuk', 'orang']
Netral;['satusatunya', 'kompleks', 'museum', 'keraton', 'pulau', 'madura', 'buka']
Negatif;['sayang', 'bersih', 'jaga']
Positif;['keraton', 'lengkap', 'ada', 'jawa', 'timur']
Negatif;['bagus', 'awat', 'koleksi', 'pandu', 'ramah']
Positif;['kunjung', 'museum', 'kraton', 'sumenep', 'jamin', 'seru', 'travel', 'ajar', 'sejarah', 'tretan']
Positif;['sejarah', 'tuju', 'wisata', 'keluarga', 'ukir', 'perabot', 'rumah', 'bagus', 'tempat', 'teduh', 'lepas', 'penat', 'keliling', 'kota', 'sumenep']
Positif;['sejarah', 'raja', 'sumenep']
Negatif;['senang', 'sejarah', 'baik', 'baca', 'latar', 'keraton', 'sumenep', 'barang', 'tinggal', 'lumayan', 'sayang', 'tempat', 'rawat', 'jaga', 'optimal', 'area', 'eksplorasi', 'dalam']
Positif;['sejarah', 'orang', 'sumenepmemiliki', 'tinggal', 'antik', 'biasamuseum', 'milik', 'gerbang', 'nama', 'labang', 'mesem', 'diri', 'jokotole']
Positif;['tambah', 'wawas', 'sejarah', 'ngajari', 'anak', 'sejarah', 'sumenep', 'cinta', 'jaga', 'budaya', 'tularin', 'anak', 'monggo', 'kunjung']
Netral;['kesana', 'bayang', 'hidup', 'jaman', 'raja']
Netral;['sumekar', 'sumenep', 'kraton', 'istana', 'raja', 'bangun', 'aria', 'wiraradja', 'museum', 'kraton', 'simpan', 'benda', 'tinggal', 'raja', 'sumenep', 'guide', 'tuntun', 'unjung', 'seluk', 'beluk', 'kraton']
Positif;['bagusindahartistik']
Positif;['sana', 'tambah', 'wawas', 'sejarah', 'tinggal', 'kota', 'sumenep', 'tempat', 'lumayan', 'bagus', 'awat']
Positif;['keraton', 'bagus', 'ganti']
Positif;['sejarah', 'keraton', 'sumenep', 'jawa', 'hubung', 'wisata', 'sejarah', 'wajib', 'kunjung', 'guide', 'ramah', 'setia', 'damping']
Positif;['sejarah']
Positif;['salah', 'sejarah', 'kabupaten', 'sumenep', 'dulunya', 'keraton', 'pusat', 'perintah', 'kabupaten', 'sumenep', 'tinggal', 'raja', 'sultan']
Negatif;['tempat', 'awat']
Positif;['cocok', 'ajar', 'sejarah', 'raja', 'adad', 'sumenep', 'tiket', 'masuk', 'murah']
Positif;['kasibintang', 'keraton', 'jantung', 'kota', 'sumenep', 'pelihara', 'waris', 'benda', 'benda', 'bangun', 'kuno']
Positif;['rekreasi', 'pulau', 'madura', 'pantai', 'kota', 'sumenep', 'rugi', 'singgah']
Positif;['area', 'jalan', 'benarbenar', 'hatihati', 'area']
Negatif;['lokasi', 'konsep', 'museum', 'madura', 'bagus']
Positif;['sejarah']
Positif;['cocok', 'tambah', 'wawas', 'budaya', 'sejarah', 'sumenep']
Positif;['bagusbisa', 'kenang', 'jsa', 'pahlawan', 'tokoh', 'agama', 'islam']
Positif;['museum', 'tmpat', 'bunda', 'tinggal', 'sejarah', 'jaga']
Positif;['the', 'only', 'keraton', 'heritage', 'jawa', 'timur']
Positif;['sejarah', 'orang', 'sumenep', 'milik', 'bersih', 'lainlain']
Positif;['simpan', 'tinggal', 'raja', 'serasa', 'lampau']
Positif;['bagus', 'sejarah']
Positif;['sisa', 'sumenep', 'bingung', 'mana', 'main', 'keraton', 'sumenep', 'sejarah', 'sumenep']
Positif;['sejarah', 'kabupaten', 'sumenep', 'ujung', 'timur', 'pulau', 'madura']
Positif;['kental', 'aroma', 'budaya', 'lokal', 'lestari']
Positif;['sejarah', 'sumenep', 'sumenep', 'lengkap', 'unjung']
Positif;['eksotik']
Positif;['banyaj', 'sejarah', 'tahu', 'tahu']
Positif;['sejarah']
Positif;['gugah', 'semangat', 'juang', 'budaya']
Positif;['bagus', 'penuh', 'sejarah', 'simpan']
Positif;['sejarah', 'kembang']
Positif;['cerita', 'sejarah', 'kota', 'sumenep']
Positif;['keren', 'banget', 'kayak', 'jogja', 'jogja', 'deh', 'pokok']
Positif;['bantu', 'kenal', 'sejarah', 'leluhur']
Positif;['tempat', 'tarik', 'tour', 'guidenya', 'handal']
Positif;['bagus', 'nilai', 'sejarah']
Positif;['tempat', 'bersih', 'makan', 'mantap', 'enakkk']
Positif;['sejarah', 'harua', 'jaga']
Positif;['fakta', 'sejarah', 'ungkap']
Positif;['kesitu', 'indah']
Netral;['museum', 'keraton']
Positif;['tinggal', 'sejarah', 'raja', 'sumenep']
Positif;['tinggal', 'sejarah', 'keraton', 'sumenep']
Positif;['bagus', 'koperasi', 'sejarah', 'raja']
Negatif;['ramai', 'bangun', 'awat']
Positif;['jalan', 'jalan', 'ajar', 'sejarah']
Positif;['bagus', 'nilai', 'sejarah']
Positif;['sejarah', 'keraton', 'sumenep']
Positif;['bagus', 'kenal', 'sejarah', 'madura']
Positif;['tambah', 'wawas', 'sejarah', 'budaya']
Positif;['sejarah', 'adab', 'islam']
Positif;['kumpul', 'benda', 'kuno', 'daerah', 'sumeneb']
Positif;['bagus', 'alami', 'lingkung', 'hidup']
Positif;['sejarah', 'raja', 'sumenep']
Negatif;['mohon', 'tingkat', 'rapi', 'taman']
Positif;['sejarah']
Positif;['sejarah']
Positif;['sejarah']
Positif;['sejarah']
Positif;['penuh', 'seni', 'budaya', 'kultur']
Positif;['tempat', 'bagus']
Negatif;['buka']
Positif;['tarik']
Positif;['lumayan', 'awat']
Positif;['bangun', 'utuhbersih', 'nyaman']
Positif;['cagar', 'budaya', 'nuansa', 'eksotis', 'pesona']
Positif;['bangun', 'sejarah']
Netral;['keraton', 'bekas', 'raja', 'sumenep', 'soengennep', 'mekar']
Positif;['ajar', 'kenang', 'sejarah']
Negatif;['awat']
Positif;['tampil', 'benda', 'benda', 'tinggal', 'keraton', 'sumenep']
Positif;['sejarah', 'infonyq']
Negatif;['panas', 'tarik']
Positif;['not', 'bad']
Positif;['kaya', 'sumenep', 'wajib', 'jaga']
Positif;['kayak', 'sejarah', 'informasi']
Positif;['penuh', 'sejarah']
Positif;['sejuk']
Positif;['penuh', 'sejarah']
Positif;['musium', 'tinggal', 'raja']
Positif;['keraton', 'satu', 'jawa', 'timur']
Positif;['bagus', 'pol']
Positif;['wisata', 'religi']
Positif;['wisata', 'budaya']
Positif;['alhamdulillah', 'bantu']
Positif;['mantap']
Positif;['bagus']
Positif;['mantap']
Positif;['bagus']
Positif;['bersih']
Positif;['original']
Positif;['sejuk']
Positif;['keren']
Netral;['musim', 'keraton', 'sumenep']
Positif;['mantap']
Netral;['lumayan']
Netral;['kunjung', 'lapang', 'asi']
Positif;['sisasisa', 'jaya', 'raja', 'madura', 'lampau', 'cerita']
Positif;['htmnya', 'murah', 'guide', 'kisah', 'raja', 'sumene']
Negatif;['museum', 'tarik', 'rusak', 'pamer', 'bagus']
Positif;['bagus', 'ajar', 'sejarah']
Positif;['bayang', 'madura', 'jaman', 'transportasi', 'mata', 'cahari', 'masyarakat', 'jaman']
Positif;['manfaat', 'hasil', 'raja']
Positif;['sederhana']
Positif;['sejarah', 'lokal', 'a']
Negatif;['item', 'tampil', 'pemelihar']
Positif;['sukses', 'sumenep', 'hormat']
Positif;['bagus']
Positif;['bagus']
Positif;['gamelan', 'minggu']
Positif;['indah']
Positif;['barangbarang', 'unik']
Netral;['melay']
Netral;['ter']
Netral;['sep']
Netral;['kun']
Netral;['policelineco']
Positif;['awat', 'ajak', 'anak', 'main', 'keraton', 'sumenep']
Netral;['silaturahmi', 'bupati', 'wakil', 'bupati', 'sumenep', 'ulama', 'habaib', 'tokoh', 'masyarakat', 'santun', 'anak', 'yatim', 'pendopo', 'keraton', 'sumenep']
Netral;['kesini', 'gara', 'tiktok', 'jual', 'ramu', 'program hamil']
Negatif;['ikut', 'rapat', 'rumah', 'dinas', 'bupati']
Positif;['mantap']
Positif;['bagus', 'tuju', 'destinasi', 'wisata', 'edukasi', 'sejarah', 'satusatunya', 'keraton', 'provinsi', 'jawa', 'timur']
Negatif;['info', 'buka', 'jm', 'tunggu', 'jm', 'jm', 'rombong', 'surabaya', 'kecewa', 'banget', 'asli']
Positif;['kenal', 'sejarah', 'raja', 'sumenep']
Positif;['super', 'injak', 'kaki', 'area', 'keraton', 'ajar', 'sejarah']
Positif;['bagus']
Positif;['simpan', 'aset', 'kerja', 'madura', 'pelihara']
Positif;['suka', 'pandu', 'wisata', 'jelasin', 'kunjung']
Positif;['tinggal', 'sejarah', 'keraton', 'sumenep', 'masyaallah', 'keren', 'banget', 'terimakasih', 'mas', 'rian', 'tani', 'keliling', 'keraton', 'jelas', 'sedetaildetailnya', 'telaten', 'kalem', 'ramah', 'tuju', 'sumenep', 'inap', 'arti', 'sumenep', 'bahasa', 'madura', 'songennep']
Positif;['awat', 'jaga', 'kultur', 'pesan', 'but', 'event', 'sound', 'check', 'pakai', 'musik', 'gamelantradisional']
Positif;['tempat', 'bagus', 'tinggal', 'sejarah', 'keraton', 'sumenep', 'zaman']
Positif;['pengginggalan', 'bersejarahkonstruksi', 'identik', 'maajid', 'sumenep']
Positif;['keraton', 'sumenep', 'satu', 'keraton', 'madura', 'kunjung', 'bangun', 'diri', 'kokoh', 'awat', 'tour', 'ladernya', 'ramah', 'detail', 'jelas']
Positif;['lengkap', 'sumenep', 'unjung', 'pegawai', 'ramah']
Positif;['biasabaru', 'kali', 'kesana']
Netral;['alam', 'tinggal', 'raja', 'raja', 'sumenep']
Positif;['bukti', 'kuat', 'nilai', 'sejarah', 'madura']
Positif;['bagus', 'cocok', 'tambah', 'wawas']
Positif;['apresiasi', 'eksotis']
Positif;['keren']
Positif;['bagus']
Positif;['berkunjccung', 'giat', 'pendopo', 'wakil', 'teman', 'jawa', 'timur', 'kesan', 'masuk', 'serasa', 'arena', 'syuting', 'film', 'jaman', 'raja', 'hla', 'area', 'keraton', 'ornamen', 'judul', 'unik', 'ukir']
Netral;['terima', 'kasih', 'jamu', 'bupati', 'rombong', 'erci', 'region', 'jatim', 'sumenep', 'harga', 'tinggal', 'sejarah']
Positif;['pergi', 'sumenep', 'wajib', 'mampir', 'kesini', 'tugas', 'damping', 'guide', 'orang', 'seru', 'banget', 'lucu', 'spot', 'rinci', 'sejarahkisahnya', 'keren']
Positif;['sejarah', 'sumenep', 'event', 'tahun', 'area', 'keraton', 'sumenep', 'madura', 'ethnic', 'carnival', 'kereeenn']
Positif;['pemberitahuan', 'media', 'sosial', 'wisata', 'kait', 'giat', 'museum', 'tutup', 'kunjung', 'masuk']
Positif;['salah', 'tinggal', 'sejarah', 'kabupaten', 'sumenep', 'tempat', 'raja']
Positif;['tempat', 'bagus', 'multifungsi', 'ajar', 'biss']
Positif;['bagus', 'lestari']
Positif;['koleksix', 'kayak', 'film', 'kolosal']
Positif;['bagus', 'tarik']
Positif;['bersih']
Positif;['bagus']
Positif;['cagar', 'budaya']
Netral;['tongtong', 'kemarin', 'depan', 'museum', 'keraton', 'ramee', 'banget', 'pas', 'event', 'kayak', 'dket', 'pusat', 'kota', 'taman', 'bunga']
Positif;['benda', 'koleksi', 'museum', 'awat', 'jmlnya', 'batas', 'tampil', 'moga', 'depan', 'museum', 'tambah', 'koleksi']
Positif;['sejarah', 'artefak', 'pajang']
Netral;['rombong', 'ziarah', 'madura', 'masuk', 'bayar', 'orang', 'perabot', 'tinggal', 'raja', 'zaman', 'duplikat']
Positif;['amazing', 'nila', 'kabupaten', 'sumenep', 'satu', 'keraton', 'propinsi', 'jawa', 'timur', 'rasa', 'suasana', 'indah', 'keraton', 'soengennep']
Positif;['bekas', 'pusat', 'raja', 'sumenep', 'sisa', 'awat']
Positif;['mantap', 'pandu', 'langsungtiket', 'murah', 'cuman', 'kisar', 'rombong', 'guidnya', 'srmpurna', 'kenal', 'kenang', 'sejarah']
Positif;['kunjung', 'sejuk', 'adem', 'nyaman', 'enak', 'nyantai', 'lihat', 'unjung', 'madura', 'layan', 'ramah']
Negatif;['bagus', 'tempat', 'tur', 'enak', 'unjung', 'rombong', 'sepupu', 'banya', 'foto', 'tinggal', 'sejarah', 'hancur']
Positif;['cocok', 'sejarah', 'raja', 'raja', 'ratu', 'daerah', 'pulau', 'madura']
Positif;['keraton', 'sejarah', 'daerah', 'sumenep', 'madurabagus', 'tambah', 'ilmu', 'tahu']
Positif;['megah', 'sejarah', 'jaga', 'lestari']
Netral;['satusatunya', 'kraton', 'utuh', 'provinsi', 'jawa', 'timur']
Positif;['salut', 'kelola', 'tinggal', 'raja', 'utuh', 'awat']
Negatif;['baguscm', 'pas', 'minggu', 'sulit', 'kelokasisbab', 'akses', 'jalan', 'pasar', 'minggu']
Positif;['salah', 'tinggal', 'sejarah']
Positif;['alhamdulillah', 'puja', 'puji', 'syukur', 'hadirat', 'allah', 'swt', 'nikmat', 'iman', 'islam', 'umat', 'kuat', 'tenaga', 'mampu', 'cipta', 'fitur', 'sungguh']
Positif;['tempat', 'sakral', 'main', 'halhal', 'aneh', 'rusak']
Positif;['ajar', 'sejarah', 'senang']
Negatif;['sejarah', 'rakyat', 'madura', 'baik', 'fasilitas', 'gedung', 'rusakbocor', 'atap']
Positif;['museum', 'kraton', 'sumenep', 'museum', 'raja', 'satu', 'madura', 'jaga', 'otentik', 'bukti', 'keraton', 'madura', 'diri', 'perintah', 'daerah', 'kabupaten', 'sumenep', 'pemkab', 'oke', 'jaga', 'lestari', 'budaya', 'daerah']
