komentar;cleaning;tokenize
Sangat unik dan menarik untuk dikunjungi. Namun sayang sekali pada saat musim kemarau airnya menguning, tidak biru seperti kebanyakan foto yang beredar. Bila kesini juga harus hati-hati dengan debu, jangan lupa siapkan masker.;Sangat unik dan menarik untuk dikunjungi Namun sayang sekali pada saat musim kemarau airnya menguning tidak biru seperti kebanyakan foto yang beredar Bila kesini juga harus hatihati dengan debu jangan lupa siapkan masker;['sangat', 'unik', 'dan', 'menarik', 'untuk', 'dikunjungi', 'namun', 'sayang', 'sekali', 'pada', 'saat', 'musim', 'kemarau', 'airnya', 'menguning', 'tidak', 'biru', 'seperti', 'kebanyakan', 'foto', 'yang', 'beredar', 'bila', 'kesini', 'juga', 'harus', 'hatihati', 'dengan', 'debu', 'jangan', 'lupa', 'siapkan', 'masker']
Pas mendung kesini oke lah. Tapi kalau pas panas ya wow rasanya pasti...;Pas mendung kesini oke lah Tapi kalau pas panas ya wow rasanya pasti;['pas', 'mendung', 'kesini', 'oke', 'lah', 'tapi', 'kalau', 'pas', 'panas', 'ya', 'wow', 'rasanya', 'pasti']
Tempat bagus untuk hunting foto dan rekreasi keluarga;Tempat bagus untuk hunting foto dan rekreasi keluarga;['tempat', 'bagus', 'untuk', 'hunting', 'foto', 'dan', 'rekreasi', 'keluarga']
Bukit kapur yg diukir indah. Sayang berdebu karena masih ditambang kapurnya;Bukit kapur yg diukir indah Sayang berdebu karena masih ditambang kapurnya;['bukit', 'kapur', 'yg', 'diukir', 'indah', 'sayang', 'berdebu', 'karena', 'masih', 'ditambang', 'kapurnya']
Bagus, tp masih dalam renovasi. Mungkin kalau sudah jadi akan sangat bagus;Bagus tp masih dalam renovasi Mungkin kalau sudah jadi akan sangat bagus;['bagus', 'tp', 'masih', 'dalam', 'renovasi', 'mungkin', 'kalau', 'sudah', 'jadi', 'akan', 'sangat', 'bagus']
Bukit jaddih Bangkalan merupakan bukit kapur yang masih aktif. Jadi banya pekerja yang melakukan aktivitas penambangan di tempat tersebut. Sebagian spot bekas penambangan dapat anda gunakan sebagai wahana wisat. Di sana terdapat kolam …;Bukit jaddih Bangkalan merupakan bukit kapur yang masih aktif Jadi banya pekerja yang melakukan aktivitas penambangan di tempat tersebut Sebagian spot bekas penambangan dapat anda gunakan sebagai wahana wisat Di sana terdapat kolam;['bukit', 'jaddih', 'bangkalan', 'merupakan', 'bukit', 'kapur', 'yang', 'masih', 'aktif', 'jadi', 'banya', 'pekerja', 'yang', 'melakukan', 'aktivitas', 'penambangan', 'di', 'tempat', 'tersebut', 'sebagian', 'spot', 'bekas', 'penambangan', 'dapat', 'anda', 'gunakan', 'sebagai', 'wahana', 'wisat', 'di', 'sana', 'terdapat', 'kolam']
Perbukitan kapur yg lg d olah untuk wisata batu kapur;Perbukitan kapur yg lg d olah untuk wisata batu kapur;['perbukitan', 'kapur', 'yg', 'lg', 'd', 'olah', 'untuk', 'wisata', 'batu', 'kapur']
Bukit Jaddih Madura , keren lokasinya seperti berasa ada di luar negri, cocok juga untuk yg suka berpetualang ?????? …;Bukit Jaddih Madura keren lokasinya seperti berasa ada di luar negri cocok juga untuk yg suka berpetualang;['bukit', 'jaddih', 'madura', 'keren', 'lokasinya', 'seperti', 'berasa', 'ada', 'di', 'luar', 'negri', 'cocok', 'juga', 'untuk', 'yg', 'suka', 'berpetualang']
Tempat yang sangat indah,dan saya sarankan jika anda ingin berkunjung ke tempat ini jangan lupa bawa masker, karena angin cukup kencang;Tempat yang sangat indahdan saya sarankan jika anda ingin berkunjung ke tempat ini jangan lupa bawa masker karena angin cukup kencang;['tempat', 'yang', 'sangat', 'indahdan', 'saya', 'sarankan', 'jika', 'anda', 'ingin', 'berkunjung', 'ke', 'tempat', 'ini', 'jangan', 'lupa', 'bawa', 'masker', 'karena', 'angin', 'cukup', 'kencang']
Tempat bagus, cuman banyak pungli. Tiket masuk 20rb.. Trus di dalam, eh masih ditarik uang parkir 20rb;Tempat bagus cuman banyak pungli Tiket masuk rb Trus di dalam eh masih ditarik uang parkir rb;['tempat', 'bagus', 'cuman', 'banyak', 'pungli', 'tiket', 'masuk', 'rb', 'trus', 'di', 'dalam', 'eh', 'masih', 'ditarik', 'uang', 'parkir', 'rb']
Lokasi wisata dikelola oleh masyarakat sekitar, sehingga menimbulkan kesan yang amburadul. Tidak ada lokasi parkir yang memadai. Harga tiket relatif murah, 5rb/orang.;Lokasi wisata dikelola oleh masyarakat sekitar sehingga menimbulkan kesan yang amburadul Tidak ada lokasi parkir yang memadai Harga tiket relatif murah rborang;['lokasi', 'wisata', 'dikelola', 'oleh', 'masyarakat', 'sekitar', 'sehingga', 'menimbulkan', 'kesan', 'yang', 'amburadul', 'tidak', 'ada', 'lokasi', 'parkir', 'yang', 'memadai', 'harga', 'tiket', 'relatif', 'murah', 'rborang']
"Spot Foto dengan latar bukit kapur bekas galian tambang.

Toilet gelap tdk ada lampu. …";Spot Foto dengan latar bukit kapur bekas galian tambang Toilet gelap tdk ada lampu;['spot', 'foto', 'dengan', 'latar', 'bukit', 'kapur', 'bekas', 'galian', 'tambang', 'toilet', 'gelap', 'tdk', 'ada', 'lampu']
Lahan luas ... cocok buat wisata yg dekat dengan Surabaya. Buat foto-foto prewedding, dan keluarga. Tiket parkir motor 10rb .dan tikect  masuk 5000 perorangan.  Disarankan bawa payung , dan kondisi sehat supaya bisa jalan² tanjakan bisa di …;Lahan luas cocok buat wisata yg dekat dengan Surabaya Buat fotofoto prewedding dan keluarga Tiket parkir motor rb dan tikect masuk perorangan Disarankan bawa payung dan kondisi sehat supaya bisa jalan tanjakan bisa di;['lahan', 'luas', 'cocok', 'buat', 'wisata', 'yg', 'dekat', 'dengan', 'surabaya', 'buat', 'fotofoto', 'prewedding', 'dan', 'keluarga', 'tiket', 'parkir', 'motor', 'rb', 'dan', 'tikect', 'masuk', 'perorangan', 'disarankan', 'bawa', 'payung', 'dan', 'kondisi', 'sehat', 'supaya', 'bisa', 'jalan', 'tanjakan', 'bisa', 'di']
"Bagus sih tmpt nya??, tp nggak ada tmpt buat berteduh
Panas bgt???? …";Bagus sih tmpt nya tp nggak ada tmpt buat berteduh Panas bgt;['bagus', 'sih', 'tmpt', 'nya', 'tp', 'nggak', 'ada', 'tmpt', 'buat', 'berteduh', 'panas', 'bgt']
Tempat tambang kapur. Bagus tempatnya. Sayangnya jalan kecil menuju lokasi kalau habis hujan jadi becek berlumpur. Sehingga agak berbahaya untuk pengendara motor.;Tempat tambang kapur Bagus tempatnya Sayangnya jalan kecil menuju lokasi kalau habis hujan jadi becek berlumpur Sehingga agak berbahaya untuk pengendara motor;['tempat', 'tambang', 'kapur', 'bagus', 'tempatnya', 'sayangnya', 'jalan', 'kecil', 'menuju', 'lokasi', 'kalau', 'habis', 'hujan', 'jadi', 'becek', 'berlumpur', 'sehingga', 'agak', 'berbahaya', 'untuk', 'pengendara', 'motor']
Keren pemandangannya sayangnya jalannya kurang terbenahi;Keren pemandangannya sayangnya jalannya kurang terbenahi;['keren', 'pemandangannya', 'sayangnya', 'jalannya', 'kurang', 'terbenahi']
Tempatnya menarik kalau di explore lagi, banyak hidden spot yang sepi banget jauh dari wisatawan pada umunya.;Tempatnya menarik kalau di explore lagi banyak hidden spot yang sepi banget jauh dari wisatawan pada umunya;['tempatnya', 'menarik', 'kalau', 'di', 'explore', 'lagi', 'banyak', 'hidden', 'spot', 'yang', 'sepi', 'banget', 'jauh', 'dari', 'wisatawan', 'pada', 'umunya']
"Wajib sun glasses & sun cream
Selebihnya wow & indah";Wajib sun glasses sun cream Selebihnya wow indah;['wajib', 'sun', 'glasses', 'sun', 'cream', 'selebihnya', 'wow', 'indah']
Keren, sebuah tempat bekas pertambangan yg dijadikan tempat wisata;Keren sebuah tempat bekas pertambangan yg dijadikan tempat wisata;['keren', 'sebuah', 'tempat', 'bekas', 'pertambangan', 'yg', 'dijadikan', 'tempat', 'wisata']
"Keren bnget.. Unik dengan ukiran batu kapur yg dibentuk sedemikian rupa

Cukup dengan 35rb saja..  Video lebih lanjut bisa tonton dichannel
youtube dianawek dian";Keren bnget Unik dengan ukiran batu kapur yg dibentuk sedemikian rupa Cukup dengan rb saja Video lebih lanjut bisa tonton dichannel youtube dianawek dian;['keren', 'bnget', 'unik', 'dengan', 'ukiran', 'batu', 'kapur', 'yg', 'dibentuk', 'sedemikian', 'rupa', 'cukup', 'dengan', 'rb', 'saja', 'video', 'lebih', 'lanjut', 'bisa', 'tonton', 'dichannel', 'youtube', 'dianawek', 'dian']
Bagus rek..cm kl k sana bagusan pas sunset ato pagi sekalian;Bagus rekcm kl k sana bagusan pas sunset ato pagi sekalian;['bagus', 'rekcm', 'kl', 'k', 'sana', 'bagusan', 'pas', 'sunset', 'ato', 'pagi', 'sekalian']
Mestinya ada wisata pakai jeep dari suramadu ke bukit jaddih.. kebayang asyiknya sih lewat sawah2, jalan makadam dan bisa muter2 di bukit ???? …;Mestinya ada wisata pakai jeep dari suramadu ke bukit jaddih kebayang asyiknya sih lewat sawah jalan makadam dan bisa muter di bukit;['mestinya', 'ada', 'wisata', 'pakai', 'jeep', 'dari', 'suramadu', 'ke', 'bukit', 'jaddih', 'kebayang', 'asyiknya', 'sih', 'lewat', 'sawah', 'jalan', 'makadam', 'dan', 'bisa', 'muter', 'di', 'bukit']
Tempat nya bagus,  sangat di sayangkan Pungli Pungli juga,  jalan masuk lokasi juga sangat bagus  dan Sangat di harapkan dinas parawisata yamg berkaitan Tolong di benahi.;Tempat nya bagus sangat di sayangkan Pungli Pungli juga jalan masuk lokasi juga sangat bagus dan Sangat di harapkan dinas parawisata yamg berkaitan Tolong di benahi;['tempat', 'nya', 'bagus', 'sangat', 'di', 'sayangkan', 'pungli', 'pungli', 'juga', 'jalan', 'masuk', 'lokasi', 'juga', 'sangat', 'bagus', 'dan', 'sangat', 'di', 'harapkan', 'dinas', 'parawisata', 'yamg', 'berkaitan', 'tolong', 'di', 'benahi']
Penambangan kapur yang dijadikan obyek wisata. Lebih besar dari tebing breksi, sangat potensial. Masih sedang dikembangkan;Penambangan kapur yang dijadikan obyek wisata Lebih besar dari tebing breksi sangat potensial Masih sedang dikembangkan;['penambangan', 'kapur', 'yang', 'dijadikan', 'obyek', 'wisata', 'lebih', 'besar', 'dari', 'tebing', 'breksi', 'sangat', 'potensial', 'masih', 'sedang', 'dikembangkan']
Sangat bagus dan keren buat foto..;Sangat bagus dan keren buat foto;['sangat', 'bagus', 'dan', 'keren', 'buat', 'foto']
Tempatnya bagus, sayang panas nya menyengat.;Tempatnya bagus sayang panas nya menyengat;['tempatnya', 'bagus', 'sayang', 'panas', 'nya', 'menyengat']
Bagus sekali. Sangat potential untuk dikembangkan. Akses jalan dan pengelolaan obyek wisata perlu ditingkatkan;Bagus sekali Sangat potential untuk dikembangkan Akses jalan dan pengelolaan obyek wisata perlu ditingkatkan;['bagus', 'sekali', 'sangat', 'potential', 'untuk', 'dikembangkan', 'akses', 'jalan', 'dan', 'pengelolaan', 'obyek', 'wisata', 'perlu', 'ditingkatkan']
Pemandanganya bagus, klo kesini mendingan di sore hari. Supaya tidak kena terik matahari yg panas;Pemandanganya bagus klo kesini mendingan di sore hari Supaya tidak kena terik matahari yg panas;['pemandanganya', 'bagus', 'klo', 'kesini', 'mendingan', 'di', 'sore', 'hari', 'supaya', 'tidak', 'kena', 'terik', 'matahari', 'yg', 'panas']
Nice place n klo pinter cari spot foto pasti kece .. ???? …;Nice place n klo pinter cari spot foto pasti kece;['nice', 'place', 'n', 'klo', 'pinter', 'cari', 'spot', 'foto', 'pasti', 'kece']
Bagus tapi menyeramkan ??. Kalo berangkat sama2 cewe. Jalanan curam. Mending naik mobil pas kesini soalnya debunya bertebaran. Trus danaunya kalo pas musim panas ijo enggak biru lagi. …;Bagus tapi menyeramkan Kalo berangkat sama cewe Jalanan curam Mending naik mobil pas kesini soalnya debunya bertebaran Trus danaunya kalo pas musim panas ijo enggak biru lagi;['bagus', 'tapi', 'menyeramkan', 'kalo', 'berangkat', 'sama', 'cewe', 'jalanan', 'curam', 'mending', 'naik', 'mobil', 'pas', 'kesini', 'soalnya', 'debunya', 'bertebaran', 'trus', 'danaunya', 'kalo', 'pas', 'musim', 'panas', 'ijo', 'enggak', 'biru', 'lagi']
Disini pemandangan dari atas sangatlah indah, dengan dikelilingi pegunungan kapur. Menjadi tempat yang sangat menarik;Disini pemandangan dari atas sangatlah indah dengan dikelilingi pegunungan kapur Menjadi tempat yang sangat menarik;['disini', 'pemandangan', 'dari', 'atas', 'sangatlah', 'indah', 'dengan', 'dikelilingi', 'pegunungan', 'kapur', 'menjadi', 'tempat', 'yang', 'sangat', 'menarik']
Buat spot photo aja sih klo LG kemarau;Buat spot photo aja sih klo LG kemarau;['buat', 'spot', 'photo', 'aja', 'sih', 'klo', 'lg', 'kemarau']
Tempat nya bagus untuk tiket masuk 30. Kalau mau naik keatas harus nambah biaya padahal tmpt sama saja;Tempat nya bagus untuk tiket masuk Kalau mau naik keatas harus nambah biaya padahal tmpt sama saja;['tempat', 'nya', 'bagus', 'untuk', 'tiket', 'masuk', 'kalau', 'mau', 'naik', 'keatas', 'harus', 'nambah', 'biaya', 'padahal', 'tmpt', 'sama', 'saja']
Ada perahu buat foto ada juga kolam renang;Ada perahu buat foto ada juga kolam renang;['ada', 'perahu', 'buat', 'foto', 'ada', 'juga', 'kolam', 'renang']
Tempat wisatanya bagus eksotis,,,bagus utk wawasan perbukitan keras;Tempat wisatanya bagus eksotisbagus utk wawasan perbukitan keras;['tempat', 'wisatanya', 'bagus', 'eksotisbagus', 'utk', 'wawasan', 'perbukitan', 'keras']
Pilihan wisata yang bagus, hanya saja terlalu banyak preman. Dikit2 bayar.;Pilihan wisata yang bagus hanya saja terlalu banyak preman Dikit bayar;['pilihan', 'wisata', 'yang', 'bagus', 'hanya', 'saja', 'terlalu', 'banyak', 'preman', 'dikit', 'bayar']
Tempatnya artistik ..bagus u foto spot.. cuman agak panas..;Tempatnya artistik bagus u foto spot cuman agak panas;['tempatnya', 'artistik', 'bagus', 'u', 'foto', 'spot', 'cuman', 'agak', 'panas']
Tempat penggalian kapur yang dijadikan tempat wisata;Tempat penggalian kapur yang dijadikan tempat wisata;['tempat', 'penggalian', 'kapur', 'yang', 'dijadikan', 'tempat', 'wisata']
Bukitnya tidak buruk, lumayan buat foto2, hawanya panas;Bukitnya tidak buruk lumayan buat foto hawanya panas;['bukitnya', 'tidak', 'buruk', 'lumayan', 'buat', 'foto', 'hawanya', 'panas']
Jng bagus viewnya utk swa berfoto;Jng bagus viewnya utk swa berfoto;['jng', 'bagus', 'viewnya', 'utk', 'swa', 'berfoto']
"View nya bagus
Tempatnya dingin dan sejuk";View nya bagus Tempatnya dingin dan sejuk;['view', 'nya', 'bagus', 'tempatnya', 'dingin', 'dan', 'sejuk']
Perlu ditingkatkan dan dikembangkan lagi agar lebih atraktif dan menarik.;Perlu ditingkatkan dan dikembangkan lagi agar lebih atraktif dan menarik;['perlu', 'ditingkatkan', 'dan', 'dikembangkan', 'lagi', 'agar', 'lebih', 'atraktif', 'dan', 'menarik']
Bagus...tapi panasnya mintak ampunnnn??gpp yg penting seru?? …;Bagustapi panasnya mintak ampunnnngpp yg penting seru;['bagustapi', 'panasnya', 'mintak', 'ampunnnngpp', 'yg', 'penting', 'seru']
"Bagusss sekali cumaa PUNGLINYA ITULOHH....  WAGELASEEEHH!!  bikin gak lagi lagi kesana sebelum bener bener di atur tur tur..  Jalan berapa meter bayar ...jalan lagi bayar...  Jalan lagi bayar...  -.-"") keterlaluan sih menurutku.";Bagusss sekali cumaa PUNGLINYA ITULOHH WAGELASEEEHH bikin gak lagi lagi kesana sebelum bener bener di atur tur tur Jalan berapa meter bayar jalan lagi bayar Jalan lagi bayar keterlaluan sih menurutku;['bagusss', 'sekali', 'cumaa', 'punglinya', 'itulohh', 'wagelaseeehh', 'bikin', 'gak', 'lagi', 'lagi', 'kesana', 'sebelum', 'bener', 'bener', 'di', 'atur', 'tur', 'tur', 'jalan', 'berapa', 'meter', 'bayar', 'jalan', 'lagi', 'bayar', 'jalan', 'lagi', 'bayar', 'keterlaluan', 'sih', 'menurutku']
Tempat nya keren banget.. Dri awal. Masuk ada pungutan biaya...;Tempat nya keren banget Dri awal Masuk ada pungutan biaya;['tempat', 'nya', 'keren', 'banget', 'dri', 'awal', 'masuk', 'ada', 'pungutan', 'biaya']
Pertambangan kapur yang di jadikan objek wisata,  ada goa2 buatan,  danau dan tebing2 kapur.;Pertambangan kapur yang di jadikan objek wisata ada goa buatan danau dan tebing kapur;['pertambangan', 'kapur', 'yang', 'di', 'jadikan', 'objek', 'wisata', 'ada', 'goa', 'buatan', 'danau', 'dan', 'tebing', 'kapur']
Bukit jaddih merupakan destinasi yang menarik untuk dikunjungi ketika berada di Madura. Bukit Jaddih ialah destinasi berupa tambang kapur yang memiliki pemandangan yang Instagramable. …;Bukit jaddih merupakan destinasi yang menarik untuk dikunjungi ketika berada di Madura Bukit Jaddih ialah destinasi berupa tambang kapur yang memiliki pemandangan yang Instagramable;['bukit', 'jaddih', 'merupakan', 'destinasi', 'yang', 'menarik', 'untuk', 'dikunjungi', 'ketika', 'berada', 'di', 'madura', 'bukit', 'jaddih', 'ialah', 'destinasi', 'berupa', 'tambang', 'kapur', 'yang', 'memiliki', 'pemandangan', 'yang', 'instagramable']
Bulan Agustus kesana..  Danaunya surut.. pdhal klo pas airnya penuh lebih bagus;Bulan Agustus kesana Danaunya surut pdhal klo pas airnya penuh lebih bagus;['bulan', 'agustus', 'kesana', 'danaunya', 'surut', 'pdhal', 'klo', 'pas', 'airnya', 'penuh', 'lebih', 'bagus']
Tempat nan indah dan sempurna untuk berpose serasa berada di dunia dongeng;Tempat nan indah dan sempurna untuk berpose serasa berada di dunia dongeng;['tempat', 'nan', 'indah', 'dan', 'sempurna', 'untuk', 'berpose', 'serasa', 'berada', 'di', 'dunia', 'dongeng']
Banyak tukang parkir abal2 yang minta biaya parkir padahal kami sudah bayar parkir di depan, selebihnya bagus viewnya;Banyak tukang parkir abal yang minta biaya parkir padahal kami sudah bayar parkir di depan selebihnya bagus viewnya;['banyak', 'tukang', 'parkir', 'abal', 'yang', 'minta', 'biaya', 'parkir', 'padahal', 'kami', 'sudah', 'bayar', 'parkir', 'di', 'depan', 'selebihnya', 'bagus', 'viewnya']
Pemandangannya sangat ?????? …;Pemandangannya sangat;['pemandangannya', 'sangat']
Melihat tambang kapur yg diubah jadi obyek wisata. Pakai sunscreen atau alat pelindung, di siang hari panas sekali;Melihat tambang kapur yg diubah jadi obyek wisata Pakai sunscreen atau alat pelindung di siang hari panas sekali;['melihat', 'tambang', 'kapur', 'yg', 'diubah', 'jadi', 'obyek', 'wisata', 'pakai', 'sunscreen', 'atau', 'alat', 'pelindung', 'di', 'siang', 'hari', 'panas', 'sekali']
Kerennn tempatnya cocok untuk bersantaii ?? …;Kerennn tempatnya cocok untuk bersantaii;['kerennn', 'tempatnya', 'cocok', 'untuk', 'bersantaii']
Setelah nyampe kita disuguhkan hamparan bukit kapur yg indah;Setelah nyampe kita disuguhkan hamparan bukit kapur yg indah;['setelah', 'nyampe', 'kita', 'disuguhkan', 'hamparan', 'bukit', 'kapur', 'yg', 'indah']
Tempat penambangan batu kapur, hati-hati untuk pengunjung dengan kendaraan roda 2 lebih baik pergi berkelompok.mi;Tempat penambangan batu kapur hatihati untuk pengunjung dengan kendaraan roda lebih baik pergi berkelompokmi;['tempat', 'penambangan', 'batu', 'kapur', 'hatihati', 'untuk', 'pengunjung', 'dengan', 'kendaraan', 'roda', 'lebih', 'baik', 'pergi', 'berkelompokmi']
Tempatnya bagus buat foto. Biayanya murah meriah,cuma 10 ribu per 2 orang plus motor.;Tempatnya bagus buat foto Biayanya murah meriahcuma ribu per orang plus motor;['tempatnya', 'bagus', 'buat', 'foto', 'biayanya', 'murah', 'meriahcuma', 'ribu', 'per', 'orang', 'plus', 'motor']
Bukit Yang Bagus dan Indah gk rugi rekreasi ke sini;Bukit Yang Bagus dan Indah gk rugi rekreasi ke sini;['bukit', 'yang', 'bagus', 'dan', 'indah', 'gk', 'rugi', 'rekreasi', 'ke', 'sini']
Mungkin lebih bagus kesana klo musim hujan;Mungkin lebih bagus kesana klo musim hujan;['mungkin', 'lebih', 'bagus', 'kesana', 'klo', 'musim', 'hujan']
Bagus tempat nya... tapi jalan menuju lokasi perbaikin dunk....;Bagus tempat nya tapi jalan menuju lokasi perbaikin dunk;['bagus', 'tempat', 'nya', 'tapi', 'jalan', 'menuju', 'lokasi', 'perbaikin', 'dunk']
Walaupun panas dan debu, tapi ntah lah suka aja sama tempat ini.. kece bgttt ???????? …;Walaupun panas dan debu tapi ntah lah suka aja sama tempat ini kece bgttt;['walaupun', 'panas', 'dan', 'debu', 'tapi', 'ntah', 'lah', 'suka', 'aja', 'sama', 'tempat', 'ini', 'kece', 'bgttt']
